ayah	verdict	sha256	concern	suggestion
1	ok	89fa14a7f4a8e257927d9a5a857fbfb96d3d85d0560f9899f52935a785789f8e		
2	ok	3b469cce254fbc11f0d41e9da108aedb956238008f7848f3f04a3f48ff8a4318		
3	ok	8c73c96a4a97b7be609d9b8159ee9e73c42a5dff2be4c86a78f7be0a746dedd1		
4	ok	979c1d5720e99b2fbcbceccb7947db795f7619cfcf3c120b8dc63e4cd2963a7f		
5	ok	d1143714fac4042f91eadffe6058a2988904cf8c51a46f4d1160da67b3da880c		
6	ok	3fc586ca80f58e3b0e043980e3b0c93d5c424c5bec040177c9b0526cd08a242d		
7	ok	ed64d51d455790e0cb5327fd0326cb4b6b0bf5880c59c5df631b1c7135abad88		
8	ok	7e5ebec0c0f477978d887e73e2d0fb1726cd7393fb2042633ffcb9ef8e00c6e8		
9	ok	97f9a8a1b0ec2e2c2e86c24d8489d9714e62fb3a0ec66b356e9a88f72d8bbc21		
10	ok	90a93f77afc4f674ed2a601123bdc2d0cb77b6182445244b8f425fe180d06697		
11	ok	56baa7a521627fbda2887cd7718c62c6cb952361a410873d27a3af0c1db07282		
12	ok	64f2b5fdf03181505ac294cd260944464fd6de7a8e1e216f74122f75cf5ba860		
13	ok	3010f32bed13c61fa9f0676320c6287201c04423401c77b352d919c382da34c9		
14	ok	4f918d064ef107713882eccdd732ba6c3caaa83fe624645dcaca9df8d1ea9a57		
15	ok	752637ba53ff7bc4c2ca5da7caec0f6d7f86d2acb487c85d69ff3536cec6bcf7		
16	ok	515eb8485a87d3c51477ffcfd1ca0a4f674a829c94cd6258281b62756144e9fa		
17	ok	c5fa1a060e57b0da449817725cfb4e95b7daf25bd04226e4bf6bea3776396aa0		
18	ok	b6e63dc0b991b889e544650f3d18890ef47e7d25c3317762569f07b5bb7e086d		
19	ok	efd2caf38c86ff334fcbc6e65c0d26f9dabec2672ffa053a6bcafe19c52ca3a9		
20	ok	dfb4975dc3faea475eb8b1b878aae391f83771f6def52818b5a9519161676ff6		
21	ok	b705161d6c2598877d49ade363ef9385c49fb187087b8a4ae9cd777e64aaf5d5		
22	ok	aee431ec9da23096b6efb1021131b0cd91c730a6f7ffef03eb3f7ce8ad1994ed		
23	ok	89329b03ce8eefc3aa2b5b9f954e54ec23650c2dd1f0bdc617d3229b74f7c8af		
24	ok	991812993896febbba2ee1dc108213ec5dc8064fad4af27157bc12b0a3e0568b		
25	ok	901ebf55dfb2cbbd62b63a1ae5be48a601bceb7e2c6b3b33387abe85cb94f6da		
26	ok	6263cee8e00032975aacccccb0e1f6b67c530a43f929ac92406421ef2a821836		
27	ok	d6c76b6cf882fde8cee12d1a4a55089397486055a662378d3c41d96868aafe89		
28	ok	e3a6f41cfdb908707ce08f9e333677747c8c5611b522ba14a64722226d71ff68		
29	ok	b481d0c37775a072fde1f2972759778ba7bc92dcd63f29b1e913717eb7b5a94a		
30	ok	08ff850f324f0136da6574cfd32baaefb6c523f6d97e2147b344ee56b4d4f42a		
31	ok	4e05769518a8981204f20a9e8588a15aecc2b5268f3275e7b8d1af5a5801c9a0		
32	ok	b896d8105994c7349b445e1604ae584d6498a9b3b7c38c7de299993b8350696b		
33	ok	6835b40e500f730ce11992989b5804c40f99c6ac89db40460786cfb9b56de68c		
34	ok	74c4ccc85200c0771bcf555a25ac505427576f92b46ecacb69a4b8564223902b		
35	ok	78a7ae3666b3097f11a8d013777a22c26cc6f7ea16002eb4b1ed3ccaf8c83316		
36	ok	e6de18b4926d7fe5b258379ee1df96c9d4e6baba48ada4fe3772aa90f97b9945		
37	concern	ddc0166ec6dfc67cfc911eb028687048e2ebdda03edab1c5d372d34b22af0c90	Urdu has ان for “them”; Roman says in, which reads “these”.	hum un (ke muqaable) par woh lashkar laayenge
38	ok	749114b22c6211543d5028b29e451020ac86e6d7a131167f87a5d7abcf182e6a		
39	ok	63f41607f62153adc03649814eef787af43da7826a8ed5838ca67d16b6306bc2		
40	ok	61b03ea9b5e5de8f20b5876d0552f8a700b42cebd237a906012e4b9095547f26		
41	ok	ca3d051b8049a3ef2dc9a2d167273bae43c6100515f1421d8d62ec522dd903f9		
42	ok	a77ab18db1a07ae17b81ab42839b41c4c77b99cb2f154fe41220f37fc3b96340		
43	ok	05cd489dba17f8162a595393f53a6042aa455973bf32ed29bef09893e0f58767		
44	ok	0b281f196b531012921b7199856958df69ed77d1db6bc3d2d09c839b6c18a91b		
45	ok	2637f50661d955aac619f1a8f3c2e561553129df0d42ae013f2b3803161b4f8d		
46	ok	dac54c0a2908dbf48a4fb86af6a2aed4d0eb5dccef800c836e7b3aed1c790c18		
47	ok	5e29c2781c942ea70e51f622e9517a632a6e8172950611d2fc84e910d429aa3e		
48	ok	f07f14576372f23d4ef70d10d9bba5c64991fd7eb0c37c4886d473f0d80d833d		
49	ok	078bc615664e72225df35ec8194b6694fca41e07f8ca94baafed2f535638c599		
50	ok	fc62812c844b577761d32e39c12a3d288773c4c6e111029db3ff41d7a5723ed1		
51	ok	a55e52ad219cd836456d57999c372a3e6606b2935ebf9f269dd674b369120996		
52	ok	23d1e4375db7b469b28cf35d43cd3335f41874302c1ea43bb7bcc9b1e1aecd57		
53	ok	10f6ce154a0991e951befe7cd2dfee1b854d94147eb6fe51a26b1c5c26329d3e		
54	ok	75078a5e8c070fc63ec6af84cedec891a2d11b633370d4d364e23d4843803287		
55	ok	81446e516dfe7508cc9971cdd4d6fbeba293c01ae885429997d3d6d91b7fbbf7		
56	ok	bda3fd060303a5ad02887685cb3ac2eb72a263abd0227d7015026bc5cf6ae308		
57	ok	2a0dfe5eeecc4903f6d3cf14c9b32d7f47b7261ee5052b80e4864c6757f16d6a		
58	ok	ca03eab5f25e24c4c8858f1d8ce26e0554f84f86af4eb7e4885bb0e93fdbbc5c		
59	ok	3e81de3f3a99015dc10ff039207c3285501ffab2b3b5fe22dd318db6ca37bee2		
60	ok	ee51db952724e420de2ec817d69e4418e400352851ed7788cbba62bf52ac815a		
61	ok	5cacd47c3fc001c16a18b5585631bd066f79279844bcaada0996d119ac845519		
62	ok	964bd334d9133b0b46c8b426a9d1ec14088313edaf6f1109c17f0da110720ee0		
63	ok	efb19db3d060992559b07efa8f6f2b91bc874aef5c3c82b5c20d7ceb54d6fba6		
64	ok	af64def17902b3cbdbf03ae97f6ffeb44c9212e3b728016c6d8660c000176c74		
65	ok	f71206ca6bc5dea19b805d44a89aad7cacba08d82fee6d8b5b34f6d7e67cce70		
66	ok	3e3e2d59f60b86fb60bbc22d9338b5c41b5c2287629720fd7002d863daf8bafc		
67	ok	8fab0f3e055d643eeb13f4fe6ecf27d50ec251a69e83269e0013dd43d09ed847		
68	ok	a3eefb534178449a015d20292928868c50ac2c04c21a54c112b000852fd1ad1e		
69	ok	7668f99766c0b736ed67168de2755afbe9b4690eb63b1752a7b3dab8cef526cd		
70	ok	c66849f30037b2bf35fe513bf9b06270784dc45dae7b6691d2dc0b217675c710		
71	ok	df26c3a20f0bf58cb35174aba138a7525d819b64acf4f830c8cf26df76e56bb2		
72	ok	e04e9d63a590c3d053ac1e46c6a34be77088ba2ca5a38b9ed1ce36c016509ea7		
73	ok	71eca063ac73580d4b9891989d5a3ca7b25f9a0656051148c3d41e0fff7b7668		
74	ok	c67509a0a2da4f6f223d409642869eceb7544d435dcba7532e801ab1471bad54		
75	ok	9f76250dcace104a65fdafc9d0d44480a624835a951bf5d183fa68e971031067		
76	ok	5abcb43a9b41103c31798118dfbf4fac8789a6794a9725461b9a59c10d6398dc		
77	ok	a498af32fe785b83eabb9ff2f88f7511dcf4f53ff0732a585d26b3041adae75b		
78	ok	1e949902f8738728bd36ef5ed10b88c07b4e3da1e825d1fc6f35124e985b0ff8		
79	ok	1924b9ef55608bc42d4b068e23bd79dee2fa2dd87954e3951003eee557fe757c		
80	ok	69aa3413156327a4ac73768d90cdad70b584f0c7954e617152cd7341d30ad168		
81	ok	9a0f3729daf69e5094f357cf8500ae623f31b4472ed86e4a441d191db7192dd1		
82	ok	0712f1253d82fefc66f22d38eb316bddb2d926a0d1e9ad8b38311a7df4d6e968		
83	ok	b7047bbe2be9338aa857c24e262e97c3c2c9b87bd5c24e6880fef6551dd6c108		
84	ok	226eb28bf3e327785f4ae7c652460627d1d22ea77257aec26241eccdc3103059		
85	ok	b211d5613be9e42c5819095fc01ae8337aa879460bd0dcc8453ad2b48882ddd2		
86	ok	ab12ba79032d5e346acd75b6694e6d55677f3f91aab3399382f294a1fb92b543		
87	ok	a41ccf5bc8f6d2d9bbd527c54b7dd31f3e151f915cd1a5a53be7cb413bdf829c		
88	ok	7f1647e5f769ac5b2411f1dcea6c9e55bdfd194bde3c497dc52ba953b6c40509		
89	ok	f7b3c49cc3ad92d1d42f8b9fca2fdc2e5f4beafd9c8052f5a844965e6f22b2bd		
90	ok	219caed62a333c6f0ffeed1d260857af107baf42083a62bd4d75d6b62a66311d		
91	ok	8734535117b797bb839703b3295ed6f6be3d50d914b3f3ec229385b0865f6e27		
92	ok	71c0b5423416d1205d5c91525b2d77ae1381a39f43c50b4b0a8ed931d4236c82		
93	ok	23e798acff245d8d46eb538576a80d0b9436418840706808133297a477569e30		
