ayah	verdict	sha256	concern	suggestion
1	ok	4b3fd2c822e7b44444e5eedc4272d47d5cd707b74bb3cf248e1e3f81fa7b7377		
2	ok	68cf08b1c72b717155a7ecb8372b96c097ce5a99372d2cbf3e7bec8022950cdb		
3	ok	8c314bb5267bf2753b8550e2b01793deef6483209251e745e366c623f472ed26		
4	ok	e9a25619447d1edaf5244e8a64210ca0f8b2e9092ff388c90508149ddc4055f6		
5	ok	1e18a72f939f505ee9625ea1322d1f89fc4c0cd52532078125f94ef76f65ded9		
6	ok	c9fea1962c84ce33b7e95f209e96d9793df0eb174c58bebdd7365dcac93c09ab		
7	ok	ad4d3571fce18c961a45bbd19df827bf24fd99f0adfc67b1714c3d5e7a47a4d5		
8	ok	92c55e50ce104907d5f2a29674645bd0dd60140e9ea723971cca31d135d895f8		
9	ok	0e8e15607c73f7073b0c9ced5e5b89181df1345e426982aae4b57cfe84a540a0		
10	concern	f531f8949013d98e7a4723a33d1bae641e7ca78b5314fede8d128f6d755c4dd4	Capitalisation turns common دوزخ into a name mid-sentence.	dozakh
11	ok	f7b035add18de49dc96d8c8f0f7ad1751db04d350b0ea1040227830f847b3e55		
12	ok	eb1ec942f06a6eb9bd6b56fb66576de8ae913d1cfaebbfc44594db9ca1fc0d12		
