ayah	status	sha256	reviewer	date	note
1	verified	488e28869d36f50a3c9aaef2e52f992d64110ac1c6400171b99102ca54e21659	AI (double) + owner sample	2026-09-25	ADR 0006
2	verified	6ecf9805d3d76081e87da3b662339361551877fcb3c0cef60e7c71107c2e4fee	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
3	verified	59c1cbdd171b6262316cb18c92b57ca3fbec2656a690178cf1d1141f6269ef97	AI (double) + owner sample	2026-09-25	ADR 0006
4	verified	2f9e865f8985a7155760839d413e9afb5bfaf5d4927b04357c7e3692e983186e	AI (double) + owner sample	2026-09-25	ADR 0006
5	approved	d09c1accf14cf920a9bdab1e11be7e57bb13189e3f22ce5e322fda5d9ca8f64c	Abu Rayyan	2026-09-25	owner queue ruling 2026-09-26; re-pinned after FINAL-REVIEW A1-A3 rulings 2026-09-26
6	verified	0a658e54a1494df5449d3fd51d31e52586f495bad55e7e8f56b9e832a3a443cc	AI (double) + owner sample	2026-09-25	ADR 0006
7	verified	4462a698431bb31a6c6908c5ca85957a59983c79e79d17947d7c78d00f2a3b48	AI (double) + owner sample	2026-09-25	ADR 0006
8	verified	3d5a057965834102852aae230df0198a8676de3ec21736fbbbc85ff22f26b735	AI (double) + owner sample	2026-09-25	ADR 0006
9	verified	10c626f90e4715419d93fcbc568ea034163699caa3ac94d84036a87a6fce6beb	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
10	verified	95d2ae1df109e13f676c3524aa478801a55b7c8db02af48a0d35a4c909b5d284	AI (double) + owner sample	2026-09-25	ADR 0006
11	verified	d8a0e7cd8eb07d848ba3daabdabc700214b0ccb67d72f33c321250cbffd3c5bc	AI (double) + owner sample	2026-09-25	ADR 0006
12	verified	00399b28c3fc587bd5b70008d95de03a2e365b54c1d6e6b3fef178b1e1474b99	AI (double) + owner sample	2026-09-25	ADR 0006
13	verified	d06a01821bdc5b52c73f4244c6b89f601a93f3e5cdf3e3b052b2ea664e62ff34	AI (double) + owner sample	2026-09-25	ADR 0006
14	verified	0701a927c2325c447ca35e346dd9da38be998cec031b4cd9250139acd3878c6f	AI (double) + owner sample	2026-09-25	ADR 0006
15	verified	661444f68b0710f15947de53e658ee6740ec0cd14e9206d1c4f78b571f3299f8	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
16	verified	2713e66a2f19b4dbe28b9f4090a1f584b3234e6866bca596f6036093bee6f22e	AI (double) + owner sample	2026-09-25	ADR 0006
17	verified	c831cce9d60a9b53fbdcfbf43a09502b988d8dde987024abce2d761a3f286d9b	AI (double) + owner sample	2026-09-25	ADR 0006
18	verified	b2ff00c8ec834723383ad6ea21d072ba3e4b1309a165427e055d701138a1c956	AI (double) + owner sample	2026-09-25	ADR 0006
19	verified	0af201a34231628d3068d3029b890a729868efadf23382509b447a9c6f1ee356	AI (double) + owner sample	2026-09-25	ADR 0006
20	verified	f98f27817dc860bfcc7a1bcabbde87878470654e3ac948cd6faf2e8a24414f6a	AI (double) + owner sample	2026-09-25	ADR 0006
21	verified	830af85fee90760d9f3e0476f88a01ba09e2d4385336fa948d79b343bc385670	AI (double) + owner sample	2026-09-25	ADR 0006
22	approved	d157261cb8c09f9c871a0b9f6479b532235a5bb0fb12bb34a9483c7ffc5aef9c	Abu Rayyan	2026-09-25	owner queue ruling 2026-09-26
23	verified	c896abb2999574835b24f077793b7b11eacaf249e63ad3e23d342fd902dc0031	AI (double) + owner sample	2026-09-25	ADR 0006
24	verified	dc4bf658dfab8fc8c56f1af801f3d8c74f060e1b45984cf924d8ce5319a45c76	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
25	verified	8581c73b84b4a49427a8be7424fab987ecb47d2dbc99dfdb1e369b11f240238e	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
26	verified	29133a47df77237089d3b6e7cbd74f73949e809d83987b308f90c1a2c9fe288b	AI (double) + owner sample	2026-09-25	ADR 0006
27	verified	e021b59c1deb797be1f6151aed5f23a845b5c2ad96f7028a5f6eff7aea48dd20	AI (double) + owner sample	2026-09-25	ADR 0006
28	verified	8450ecdebcb0aa794adb1b7a133e44b8487edbf8c56639fcc6d4ea5ddfcacf4b	AI (double) + owner sample	2026-09-25	ADR 0006
29	verified	5688653f892522459d0bbae1bb81fe35d406f0fc3991dbf02a40b8bcf8d9163a	AI (double) + owner sample	2026-09-25	ADR 0006
30	verified	06baae3218838b3585ba63f9ea87c0e9d4942dc4f6b7f1a48173b1156b884e9c	AI (double) + owner sample	2026-09-25	ADR 0006
31	verified	dd502d2ff413c34cdf19c3c20d9ece85f24d66bf19ea38bcccd4c8c103eb9f99	AI (double) + owner sample	2026-09-25	ADR 0006
32	verified	da48575d08679d05e5cbfb190eda33748101364b6bb4b5ff0ce2eaaccd350457	AI (double) + owner sample	2026-09-25	ADR 0006
33	verified	c0a7d922aa3bac62afe09a1c3a755fbe07f509a45cfe7c0e1b6cf723802ac9f1	AI (double) + owner sample	2026-09-25	ADR 0006
34	verified	6a339da706dbd621ea3985783bbd552644529290f07e70e4e133e554e6477d87	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
35	verified	5d477c916bc1d7a1f1f43660daaff808487d29e94c60ac106fa7b4b5f14984c1	AI (double) + owner sample	2026-09-25	ADR 0006
36	verified	29269d0803389671a1b7ae16dff42bb1b369ccfa466dc6b51d8c8d46660d13e2	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
37	verified	17f14e71be37777f1ec68460c0dad440452f614f4bb887384c466659b7b31412	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
38	verified	c50756b69a4b1371d3bc50b345e9d1dd22e22f0321fedc563e5b708692aa1d64	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
39	verified	43fb9dd9b545510f228a6cb24fd2f3ede8f81f48d2befb7952037c987806da1f	AI (double) + owner sample	2026-09-25	ADR 0006
40	verified	2f5b05c70b0273910120fb675eefbf748206088d36e24139395fa156e96ac7ba	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
41	verified	44cb92fb7d42bfa73188e07fd77810f5690216677832b018ebf12ce9bf95aaaa	AI (double) + owner sample	2026-09-25	ADR 0006
42	verified	55cf630e469b7c9140f5414d76c7b75869bcf550541b70c41542b3083af7db85	AI (double) + owner sample	2026-09-25	ADR 0006
43	verified	bdf7cc8c8505f26f8bcd4f5b4b1e9d7642e35b4a90a4d23c6c9455bee1f6baa4	AI (double) + owner sample	2026-09-25	ADR 0006
44	approved	f27d64fd0da226a729e48d2ee6572d2726fa5e4ce440eb1ac55cef027b1f2829	Abu Rayyan	2026-09-25	owner queue ruling 2026-09-26
45	verified	77d4b34d8f1676d9e88e53251f46adc84f482737427db12d8de7d314f3473a3e	AI (double) + owner sample	2026-09-25	ADR 0006
46	verified	92acd430a079bc47815a4f9dfbe8544dbfd34f47e3e2e9aa71de9e2a846f06e5	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
47	verified	1cf5aa90d91299e5c1ae8a70631599dae0a9ee7d1b9917fdb6a28fbd4fbb8c1a	AI (double) + owner sample	2026-09-25	ADR 0006
48	verified	be9a0598a5c423c54cc374ba1de5b0e2ddf67c95aa8d42bb55a8f02860bc79c9	AI (double) + owner sample	2026-09-25	ADR 0006
49	verified	74d6aa0d3e3e13898bbee0ee0adace14b2875b663212476822a576f62d14bbb7	AI (double) + owner sample	2026-09-25	ADR 0006
50	verified	e1436f8709d37e56839ddd94f2b3cd10427f616baca7565de665a54c1d7d6eb5	AI (double) + owner sample	2026-09-25	ADR 0006
51	verified	345a1f4c1d7bb0eaf103cbfb80434b20261349505ed9b881b6886a00721149b3	AI (double) + owner sample	2026-09-25	ADR 0006
52	verified	b4882ed4875aec41508bd85a31a4aba47e39f8ccc50cc51d22a05e14f3e01d19	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after FINAL-REVIEW A1-A3 rulings 2026-09-26
53	verified	8712b6e979cf7a4656ff962ed4c16913f7c9e28ba9a3e6e701be36c8b01a6465	AI (double) + owner sample	2026-09-25	ADR 0006
54	verified	7db5101afdcf633317a4fcc648af5b48ccdebf44b0f88c920fe19113f3429980	AI (double) + owner sample	2026-09-25	ADR 0006
55	verified	ad6ec7c19f275c56965a1cc4a61f45fcd5f19b562270703515855ec926fdcc8e	AI (double) + owner sample	2026-09-25	ADR 0006
56	verified	07dba33b569cc96fb01db17fbbb2268866a38f4bc8c3d3faeebfd355ad09b987	AI (double) + owner sample	2026-09-25	ADR 0006
57	verified	1cb6635aa8f51684436e853551f80a887b22fb81a67bd612a4e4d7c08cb1ace8	AI (double) + owner sample	2026-09-25	ADR 0006
