ayah	status	sha256	reviewer	date	note
1	verified	5d898de28512c04f507ebbe47516b07c7c62d09f0b9d73489c0bcd48a6f25b94	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after FINAL-REVIEW A1-A3 rulings 2026-09-26
2	verified	5e838eb4bb020d92b9f4eba0619422c3eaf3ac08e011b45c1bfcd5e9ad9ff31b	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
3	verified	1443b85a216f7042e731c129ad15d3ed8271185690535d4952b7b0d26a1672d1	AI (double) + owner sample	2026-09-25	ADR 0006
4	verified	134878df4fa705174d8b1548971aae4e77c9c10603e3dcab6c53687f7187393c	AI (double) + owner sample	2026-09-25	ADR 0006
5	verified	ec0c15777ef7b8cd869436c86c49552ab8e35737ae64b1deeef0b72ce8bd3780	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
6	verified	4cc1d12f3ff609c9e002d8999b5fd254d86130c59c2d9e42cd2c19770d072f6d	AI (double) + owner sample	2026-09-25	ADR 0006
7	verified	928843f5e3ae8a714520390b72cddc1b151849cc51f2de35ac2535f79b1406b5	AI (double) + owner sample	2026-09-25	ADR 0006
8	verified	cf83d313abb0cead142ff594b98815d2505bd32dab566c36a1a8a787cead910b	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
9	verified	152a441e78dc3062cd3e91d7ac40c4f68dcb81bece3707bebb3eb7b78e0aaea3	AI (double) + owner sample	2026-09-25	ADR 0006
10	approved	f1f85fcfa5c28b528ed766bc43192bc276eb7c2fae0b1ce259a0564ca52f7718	Abu Rayyan	2026-09-25	owner queue ruling 2026-09-26; re-pinned after R1 spelling rules 2026-09-26
11	verified	1a288670967626ea1309d3225ac188e89ccfd3555cd7e75bc3153ef990a13905	AI (double) + owner sample	2026-09-25	ADR 0006
12	verified	dfd85b774fff1768f51c11ffff2ed8100ea78ea6a45a1cc32fa471b3c91de9df	AI (double) + owner sample	2026-09-25	ADR 0006
13	verified	56d0bf1597894bfe99afe4b3c7c1749c3bcadc64a312a98b48d5998fdaff9b9c	AI (double) + owner sample	2026-09-25	ADR 0006
14	verified	b0e33af9ad6f45e96f9579f5bbb451e58961bc5083dae88b9594031f29d4436e	AI (double) + owner sample	2026-09-25	ADR 0006
15	verified	c29f002f36f7c23cfeb8468d612261b555bbffd978fae8c9fc5ab25c80aed843	AI (double) + owner sample	2026-09-25	ADR 0006
16	verified	5c17ae78bf9b9d0acb66b6e4521c9eeca64b7c8faa2718ba3d7829959854e6c2	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
17	verified	3be742f5873f1c3c3fc741fef380d1c57bf23a9a0beed941f6403a1c301f3271	AI (double) + owner sample	2026-09-25	ADR 0006
18	verified	76e30272277b7cad5bdb7039dd8fa0a5443c400164783e2fe4d5a8c1f5aa5212	AI (double) + owner sample	2026-09-25	ADR 0006
19	verified	acb6f249679de17ba939fdbff9b05480aec69b709f5840095aa513c64f72e871	AI (double) + owner sample	2026-09-25	ADR 0006
20	verified	23258e885c19650e3ead91867d73097a8f4ba9786bf25c005cf35a09335793fa	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
21	verified	ce7009246a42742de50bc29f359a48f0bc8cfec5c1b6216f325a682cec22b32a	AI (double) + owner sample	2026-09-25	ADR 0006
22	verified	353cf5d30f2a34e56fff18c0e771ea96481739c6d805fe90e0b530f6f7c0a282	AI (double) + owner sample	2026-09-25	ADR 0006
23	verified	1bcae788071535f5c0fd86b239a9579d51f5a1f444e45988c412d546b994cfb0	AI (double) + owner sample	2026-09-25	ADR 0006
24	verified	8d5796bc6760b2c18dfa9a1ec3d6b0c347d4428c80245973e683ce451ec3cd08	AI (double) + owner sample	2026-09-25	ADR 0006
25	verified	5739451e6493ba22249c1da9bbc32c305366c83edac278fbecfc539b0dfb16f0	AI (double) + owner sample	2026-09-25	ADR 0006
26	verified	3957afa01204390910153feb1dd7030e7307a7316597a8e1a862e890e2f258fd	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
27	verified	937ad20c27e1865fdfb8e4811dff19cca7902fe16e762eebfcb73791c12869a0	AI (double) + owner sample	2026-09-25	ADR 0006
28	verified	315e700080950b9f9ee715f83131acda2641e80c5273a3419b065525dbcb3cc0	AI (double) + owner sample	2026-09-25	ADR 0006
29	verified	60e2681a2e99e9a86f4f13312a4dd66f265e0d5989dfb330a2a22b9b056f02e7	AI (double) + owner sample	2026-09-25	ADR 0006
