ayah	status	sha256	reviewer	date	note
1	verified	b598bcc78e719ac9dcac79a2b279ab3678482a35b9a93e6049e6d96179bb2f29	AI (double) + owner sample	2026-09-25	ADR 0006
2	verified	4f80f19ac3d55cc7258b467c0f3b1bd8c71f0e15b3097b545c045e9c37a1447f	AI (double) + owner sample	2026-09-25	ADR 0006
3	verified	0f4190a183f7300175b80b50b16be8c66174d014ad86154b23af39ad7c484158	AI (double) + owner sample	2026-09-25	ADR 0006
4	verified	3bf83d14e38502500969a9ca2e11fb78f52a64e831d25f8b8f50d5c4c77ac53a	AI (double) + owner sample	2026-09-25	ADR 0006
5	verified	7f155f24425eb4126b3f83fa056bf1414e2b486567081403f6a5184a505efa2f	AI (double) + owner sample	2026-09-25	ADR 0006
6	verified	064047164e495dca13389ad62e06d845587536f6569027bfb60b10f8c360dead	AI (double) + owner sample	2026-09-25	ADR 0006
7	verified	64d755b962548ef7fd732df65c8aabcbdf889eb8bcd14b533ccf0c6bbab462d3	AI (double) + owner sample	2026-09-25	ADR 0006
8	verified	9fcf487456ed0dd66a9c435d704f087c41f796a3fe4c2cb98dd316fe64f21559	AI (double) + owner sample	2026-09-25	ADR 0006
9	verified	963f6e15948f44580c0de740a661db44525942c21b0317ed8d0629258f244c6b	AI (double) + owner sample	2026-09-25	ADR 0006
10	verified	32bd46a066c0a0a4444505797afb9a5a45b036654450d93802bec46c62444ffe	AI (double) + owner sample	2026-09-25	ADR 0006
11	verified	e12ab689b2a32e0b63a76bc9d1c56e97ac556ece38ffc478419d20a57bb82502	AI (double) + owner sample	2026-09-25	ADR 0006
12	verified	5b535f9b5f48316f558d0249b6d477a5ecb303a04876e713e9433f7d313fcf0f	AI (double) + owner sample	2026-09-25	ADR 0006
13	verified	f36bb642a6b2b2bc7a4ff17dd385a539f8814a92660d45e3a2c8b9ee549fd080	AI (double) + owner sample	2026-09-25	ADR 0006
14	verified	b1518a979565da9a27d905863562a3964876776633b99e1db25a4d5e9a47dec0	AI (double) + owner sample	2026-09-25	ADR 0006
15	verified	b0cb311514a62cca4e49fd282fbe6c701fc1585104df1b68a080960b5f5e8156	AI (double) + owner sample	2026-09-25	ADR 0006
16	verified	0110336babf4f8fb6e53476803f3e9585cf1b789fa9eef457d758dab0be81d99	AI (double) + owner sample	2026-09-25	ADR 0006
17	verified	44befccf4a219e3ab905b9aeb7d0636285a57d3d18dde11c187274e7e1ca05da	AI (double) + owner sample	2026-09-25	ADR 0006
18	verified	00b3d615a41442e7eb8de343dd3a47b8f7061433cd96468abda3e28db5f0c641	AI (double) + owner sample	2026-09-25	ADR 0006
19	verified	6d8b29d29b544962fddaf74f9af8298f54da3022cdf97f95989994b393412e6a	AI (double) + owner sample	2026-09-25	ADR 0006
20	verified	20ad2aef532cca78c5ede99125097fd9d07b895443f7bbe18561c0594b98876e	AI (double) + owner sample	2026-09-25	ADR 0006
21	verified	e976c7ec7ab6b8f5c42b5bf5b225ac1a05aa17c240056f8ba71c024b9e64896b	AI (double) + owner sample	2026-09-25	ADR 0006
22	verified	6077854d40b0732368915cfdc6075d53809b4a929707f55b509e9edadff591e9	AI (double) + owner sample	2026-09-25	ADR 0006
23	verified	b9859680b22bf2bee8d27a37f4c71528aded43cfa8e97685648fc0558233e02d	AI (double) + owner sample	2026-09-25	ADR 0006
