ayah	status	sha256	reviewer	date	note
1	verified	2556792eaab0ede47e560fd9d29ea2c653432f506cc1884d0de25c87be33b641	AI (double) + owner sample	2026-09-25	ADR 0006
2	verified	fd571f7c357352b4651d1e37043dbdd83b9d2fb52330e09721b33f0078ecd1c1	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
3	verified	ac4eece15863914bf7101b6c40fea14de8bf3e5b4b3344c99cfbf37c643933de	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
4	verified	22a634e045ae8d153baf2f27adcb04f1bbb7d4f9c31b17124cf6605c5476c5f7	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
5	verified	fdf9382b52d9000610cadc21cf91319d20da15369981f022665e00ac79ee3842	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
6	verified	978e5572457d4bb290546f32b279af583c7904a5f95675498b7561f2a164cd5a	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
7	verified	be39655461970ad628f8295ce4f7f1032a711ca5cfae9d1da1e4500b0934a17a	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
8	verified	1cd8bb83657855b56a5b58d6a0311a9cb8ccbd4c6ed96f535640483814d824e1	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
9	verified	bd6d577b062c14bed8abd6212d233b041d36ddd5d8f25edeade4ae8f9f0774c6	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
10	verified	c3ec9f6e9859df764156ad95dcddbc792b45d7ea62b62449731c67d61f4b2267	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
11	verified	234cceebaaaebe97f4a2e56a8627fa459842ce60c3d4f6c9026a25c71d4fa1b5	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
12	verified	404f15d1e158add68c27e57ba48730d1a8cc69f3336362af98f4e65a33d1a3ef	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
13	verified	cf81f184fb8d2bc343b309640fab61e51ea769745535db3cbf9251fbbb066273	AI (double) + owner sample	2026-09-25	ADR 0006
14	verified	e9b59d48e7694c12a7d6db2cbb7ecaa426e09f8038f51f301fd9ca0cf5b9c702	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
15	verified	acf16a498f2671941f1a1f35d44684a25cb5959bbb77b3214f6820d13fa96543	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
16	verified	dab012d6b0f559d7ef18d0e45f2d3288afd8b90f99133f4b5525af68ff67e069	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
