ayah	status	sha256	reviewer	date	note
1	verified	ca901ce751d8130688ed6fad0f0fb82d2f50874b6c6d21649006cf3898368c99	AI (double) + owner sample	2026-09-25	ADR 0006
2	verified	6da535a6e9a795aac0761df7b3f43f1c946e5b1289591a9b6176dc8b074b81c3	AI (double) + owner sample	2026-09-25	ADR 0006
3	verified	d3787dfd7f33b6b3ee6996a447ff67d3a69935575ecf97a728708a4714a56caa	AI (double) + owner sample	2026-09-25	ADR 0006
4	verified	1cca12ceba0c66826b15249bf6a0f67f7d4abba69fcc926ddc15de8c3d20a515	AI (double) + owner sample	2026-09-25	ADR 0006
5	verified	74753fe5e17d1ad8a02bd94a96a6a2bd74f757767a7b640e8f5137e60a545170	AI (double) + owner sample	2026-09-25	ADR 0006
6	verified	cd9b7f73355d82659a3d3169a7fb3261e734cc477132a5c5a7d24fc384632237	AI (double) + owner sample	2026-09-25	ADR 0006
7	verified	4896b571a45e312135cba55e99b0b0f82a936d391124deb769a093a21133c03d	AI (double) + owner sample	2026-09-25	ADR 0006
8	verified	7fc338eea6c21731374b2afbb5902e04e84d71687a9815ac3b93adbcd570ca39	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
9	verified	baceb8e5bb3e4ab23520ecc42d2a69ee0cd31c19730348cf5e3a921b3af873cd	AI (double) + owner sample	2026-09-25	ADR 0006
10	verified	4850bdc293f61cd639ab5ae51f0adce9df4ebdd893d8cf18faa4f1c3f00b3370	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
11	verified	addffd25a10baa370a0a242351225bb9951810b3e815d663020b8330c32abd22	AI (double) + owner sample	2026-09-25	ADR 0006
12	verified	4c9ae6b66a8351b3f1aa2feeaef1966aa8e791a510303028f11219ab54d83a3f	AI (double) + owner sample	2026-09-25	ADR 0006
13	verified	c6171c9189313e6368a03a4c7ae91978fee5431b56596f5b42d8c85dec4d2a88	AI (double) + owner sample	2026-09-25	ADR 0006
14	verified	64769739ba2a41975fa8c658f4934cf74e03125a8c62ceaf1501a0050af5a473	AI (double) + owner sample	2026-09-25	ADR 0006
15	verified	d3b19d6cfdfccb0b5a4828b6656e37af0ec486adcdea1d408ce2487de8a6c0b2	AI (double) + owner sample	2026-09-25	ADR 0006
16	verified	ff229eea6579f6e2193efbdc90802932a1dbc1fd17647552966b82ab05851697	AI (double) + owner sample	2026-09-25	ADR 0006
17	verified	37d81e176c6e68ffc4058a95d74257c7f020c60fcd5ebade9ae50e9a520f82b4	AI (double) + owner sample	2026-09-25	ADR 0006
18	verified	c50c8c0766bd8a082d653743613403227d57f4027385d191f59c8ea4ef034b94	AI (double) + owner sample	2026-09-25	ADR 0006
19	verified	754299da2969304bad53fb5d7c9eb610de53b71c8b167aeb8469dac4898119da	AI (double) + owner sample	2026-09-25	ADR 0006
20	verified	d6c24f98ad201760f1cc011b4850eed9d6c378a8f9dd8334ab62fbe05f7b0df8	AI (double) + owner sample	2026-09-25	ADR 0006
21	verified	35b552e87fa4bbb8b885e3b9d57392da83217baa195928e3486a80955fc4b5d3	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
22	verified	4e5596a63852d805ca97076fc7954ce24b3088936d29d6d340f53e9f53108ca2	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
23	verified	b4b22aae818bf1a7c2e3fe9061302f80807b92ce7eea73c916f2908768ae9d20	AI (double) + owner sample	2026-09-25	ADR 0006
24	verified	f2c132954a7b80f7efbb311462d88718459b954d32bcdc50032efeafbbf6881c	AI (double) + owner sample	2026-09-25	ADR 0006
25	verified	1e16665f403098272c3d0b18a0206419b0831dcf582da6b953d363b0cbd413a5	AI (double) + owner sample	2026-09-25	ADR 0006
26	verified	4824f157c238f82f95bf3945cc8e41cd32db5c4b9184468d9b43ae9e1e00cd1a	AI (double) + owner sample	2026-09-25	ADR 0006
27	verified	cd7468588e8bfcebd49deb46ea01b834fb79079b110b47043455bc3ff5a30627	AI (double) + owner sample	2026-09-25	ADR 0006
28	verified	9bc021445835d91cb6b1f07ecbe7e18a4a16e85d8364422df7ce09d407fec084	AI (double) + owner sample	2026-09-25	ADR 0006
29	verified	f2cd3229d6ba95d9d94a3fae93e979ec580c1d7bea9159e7a2e5094291d8237a	AI (double) + owner sample	2026-09-25	ADR 0006
30	verified	45b7ab124bb976307ba50152383a08146fdcc4305f09916463fa9063aa5529a4	AI (double) + owner sample	2026-09-25	ADR 0006
