ayah	status	sha256	reviewer	date	note
1	verified	632f463c6d47e1366dee71060ec64a1135e15c6231466a105e8699aedffc49ac	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
2	verified	4b0b4567b3534e634a8375d382004b36218660e7018fb7ed653e300595cdfa99	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
3	verified	c0406294b05ae920b96f6a0fb66a076d29da15ba3cb0c218cffb72651f46a653	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
4	verified	b03348c9f55f5c29e8c08a32700d14d7c11964009cadd1f58d4687a2faa6f85a	AI (double) + owner sample	2026-09-25	ADR 0006
5	verified	ae60325f25c675c4336c51382887a6c5d6632e933ebc60747b82d3a563e0c2c9	AI (double) + owner sample	2026-09-25	ADR 0006
6	verified	6a24ab0cfcb3a5b393ca14f5202cd6dcb72a327e1dac4bbc0a5effc8511d399d	AI (double) + owner sample	2026-09-25	ADR 0006
7	verified	83d74dd1fd26225c4a6b39faba9a17848e037b03d2c5fa9b4ac174c0a779aa0e	AI (double) + owner sample	2026-09-25	ADR 0006
8	verified	7f281b6861c5e1fda89ca0aceef4c18de95164abe47df894a784d5e3f3442201	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
9	verified	78cb727b970cd8528793499e0029f882a256423770631f13d1acaf6b384e80ef	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
10	verified	1eb37fcc1086a02155cd52262772f8c9107538047b9f3b89a2ae3e58e540fd79	AI (double) + owner sample	2026-09-25	ADR 0006
11	verified	0a3b7944bc7349c947607eb5dcdaa600e3474070d5a0cf5b4a901652864ee8a2	AI (double) + owner sample	2026-09-25	ADR 0006
12	verified	beb316b7166a749d4e06095af62e66698c91495097515ed74015baf09bba344e	AI (double) + owner sample	2026-09-25	ADR 0006
13	verified	85dc5b7c4e9941f1bbd93dfcfce6f1a19cb7a60be3628c8eb51a1ca3dcc56937	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
14	verified	32561ada5c1caeb9337137d823463b45d9692ab2de4cd264c30df6bc8c45544b	AI (double) + owner sample	2026-09-25	ADR 0006
15	verified	7b32cfed445652339375116532cf8cdc08da5eedc1a56935de4968c59c7dfe23	AI (double) + owner sample	2026-09-25	ADR 0006
16	verified	bd2c2cd4d6b48ec5a522b7a9dac45f995d97e75af085745384707440ad903e7c	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
17	verified	db954e51fe78d76abbda1ee4aa9e361522406d05d9e2f8e0fb0399f78da5e6ad	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
18	approved	80171d7a7600b2a805beb681a1c21743848c4098cf49c083550fc2d2492bc741	Abu Rayyan	2026-09-25	owner queue ruling 2026-09-26
19	verified	ef7853c999cec15a58474e7e8822967c127505bf71688ab3b07b0128c3b6bb98	AI (double) + owner sample	2026-09-25	ADR 0006
20	verified	1a64f1d0cbd2736ab5f577481ebd8006860b011108130a7892fc2960d76029ae	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
21	verified	55b6395cffaf75ca29f5c8b852a60d18411f20049993663f685fb99cfa074988	AI (double) + owner sample	2026-09-25	ADR 0006
22	verified	2daa2b6f7938917f8516b19b5ac53dc380a2506df771f5dbc43c4bbd2d18b10f	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
23	verified	89d619ccfea82769523f20c07076fd8b6f19acda3156813d361d39c12add5ff2	AI (double) + owner sample	2026-09-25	ADR 0006
24	verified	e3f76fc92579c080a9b9137ab14c309ec5fd6d99aa734d5c877d37252fcfcfff	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
25	verified	946d3cc2a53233e87e2668e98c5f322aeda359576e6bcc9c64b901585f53488f	AI (double) + owner sample	2026-09-25	ADR 0006
26	verified	3481c02179e0746668595997e51399f87edf3e3ed5ad5c316f27619f4b27cd58	AI (double) + owner sample	2026-09-25	ADR 0006
27	verified	cb8eb7717e56f39d57d51f62fe7ebcf3d9163c8a7dad307d0ff1c2673c5e55ef	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
28	verified	2c8cf90b032697566649454f7727fa27c89e7cb26a8b5174223408fcc58df636	AI (double) + owner sample	2026-09-25	ADR 0006
29	verified	4f599161bb697509d57fc108bd2406b642f27788490253d3d535618316444628	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
30	verified	8d8f1779ac390131e8ea252902a159ff388e421bb75311a258c0e7676b83bc39	AI (double) + owner sample	2026-09-25	ADR 0006
31	verified	d45afc70a974bf2345cfcf88ae12452699ba8505fc4d5760f78a7c5dd78ccd23	AI (double) + owner sample	2026-09-25	ADR 0006
32	verified	1f450ea4f1836a32c89be69ee9cb5a20d71708b9e5c5cb7b3b1386428f670d9d	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
33	verified	f05305b8a7a680558503cd3eb41aa81d5dcb80f2ae2df85a6709d22806eb40c5	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
34	verified	139f7bd3c2a5c0b80e180657933e8c155d520a14b44cd8deb8b7d49385eb3d8f	AI (double) + owner sample	2026-09-25	ADR 0006
35	verified	7b6b6907d8bfc419caf3612ddaf8cdd169abe80afdb4cc4dccbb3b73bb945af6	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
36	verified	acaf4a129f24fedb9a2b2e15158510ffe100b122a87db07167ec3b658fd931a4	AI (double) + owner sample	2026-09-25	ADR 0006
37	verified	ead21544f54a0b84c43346aa36c5c70ac86e22ef9459e371ea5b461d03866f33	AI (double) + owner sample	2026-09-25	ADR 0006
38	verified	62372356195de61eada02050bdcd916fb3fbe4a4f5673ac04a7bb9c68f443e56	AI (double) + owner sample	2026-09-25	ADR 0006
39	verified	17ffba616917d08b07af0b9cab047a3aedaa98938bc6225992cf69796d56c49e	AI (double) + owner sample	2026-09-25	ADR 0006
40	verified	ed4f092407f74be5571c01ae80f56120e7ee12015c926818e01f3880a815ed66	AI (double) + owner sample	2026-09-25	ADR 0006
