ayah	status	sha256	reviewer	date	note
1	verified	d690b05189f62308c51f2b25d68dbe53ad70c34fe81f3936bc47e96ebf516aeb	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after FINAL-REVIEW A1-A3 rulings 2026-09-26
2	verified	f38c7052863edea45dcbada7e6cb29ad303fc55b48e422a8a55b0ad40f01eaac	AI (double) + owner sample	2026-09-25	ADR 0006
3	verified	0e81a5d1eb04ef1738ef84f6f9941453e87b8cb998018fe456aeb16efcc724d1	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after FINAL-REVIEW A1-A3 rulings 2026-09-26
4	verified	cdc81152d0d0ab4af3753d402264c55c703da1bedad2aee69a94dfd2721115a9	AI (double) + owner sample	2026-09-25	ADR 0006
5	verified	eae1b244563f9fef103bb1b79826d20e9ee146cf03ebd39b7f79b016a169f933	AI (double) + owner sample	2026-09-25	ADR 0006
6	verified	f61724bd2f490e5b470619231db50d5ba07e17a6e2905e08544b379a758252d5	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after final spelling choices 2026-09-26
7	verified	2689ba9b7fee5e1bac018eb51bfacaac6b6cc5abb4d6f723f183ff298dbad4ba	AI (double) + owner sample	2026-09-25	ADR 0006
8	verified	7aa4e580cf50c1d67199c5e35091e41ba8846008f01c3d6ef42951f9f0c52095	AI (double) + owner sample	2026-09-25	ADR 0006
9	verified	9139b231d64d2532ba1b69956bd1ff81b7286c1748ddbd7bf87f006d5f6613ef	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after final spelling choices 2026-09-26
10	verified	342a65e334fc18a55c168c019cbdfeadcc401079134f3f2bb38d280148490163	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
11	verified	ae3f865fb4152dd82b63886c2ea47a6266351200d83b37da64707d93cc2faa13	AI (double) + owner sample	2026-09-25	ADR 0006
