ayah	status	sha256	reviewer	date	note
1	verified	68cc123fb981a097991fd5bfc9b0032835f5ced4babb7fdd7e094071263569b2	AI (double) + owner sample	2026-09-25	ADR 0006
2	verified	8750a0a399e2d7a28b76f058af40c5a909ffae1e4236d2610144b9e0f7bc6dbe	AI (double) + owner sample	2026-09-25	ADR 0006
3	verified	2d6454ec84b3526accddbda03923934b162bd773b08a0b39f029389c77492a02	AI (double) + owner sample	2026-09-25	ADR 0006
4	verified	cb9df8291d3d286f96b9bf330c45e6edc86e42afff6af3eadef51b3a3c8f4ed0	AI (double) + owner sample	2026-09-25	ADR 0006
5	verified	26592fef781da38597b314c9bc752d36e75b2d0b5cc224899fe2bdedd6ff98a0	AI (double) + owner sample	2026-09-25	ADR 0006
6	verified	6c1f3e5385a5927b42e7464cafb25129e072bd87b206ce2b26de8abc775b2d39	AI (double) + owner sample	2026-09-25	ADR 0006
7	verified	e96c7357523a1f5ad62957c0a06491d17bde0b2ba1e634c5cff5ddcf469acf9b	AI (double) + owner sample	2026-09-25	ADR 0006
8	verified	36ce19175d0cbcfbb55d81cccb024bd772b0591a6585ac1b1c21c2a449429e9b	AI (double) + owner sample	2026-09-25	ADR 0006
9	verified	af32db5f3046ab6c8a8c348addeea2150b3addc467551725c15ffb5238f65aa2	AI (double) + owner sample	2026-09-25	ADR 0006
10	verified	5ed52a0ab49f079692a697a2ac11ecdcdabc47a45601ce254cbc205a324f1096	AI (double) + owner sample	2026-09-25	ADR 0006
11	verified	0e59d3d18dc26c95dfaf7752884278ab9ab6482051372b6db9b74b36be96ad36	AI (double) + owner sample	2026-09-25	ADR 0006
12	verified	5d746e26e9ff9efec9eaa6705dc0ce88f95076ab7fa996b840373d186ef1f3a6	AI (double) + owner sample	2026-09-25	ADR 0006
13	verified	edfa208ecf47c5b2b4f44bb775b37f6ea44c8f6d242c392b12975e128bda894a	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
14	verified	4e0537b396a9f878fd9bc8868b459ec46cad61ef44d21fd40092f0474db32d05	AI (double) + owner sample	2026-09-25	ADR 0006
15	verified	52e8a4335f9bf6caa7f8124354f5876e20ad7a32f2d27f9e7709f88c106786d9	AI (double) + owner sample	2026-09-25	ADR 0006
16	verified	78c4850393a22c02e05a97c1db939c75469b51e1d8f2cb8c975522c89e522b94	AI (double) + owner sample	2026-09-25	ADR 0006
17	verified	65d9d1999cfea42fa68ebb15c6284ec66641026713b2ec91b2408d9c0a969a68	AI (double) + owner sample	2026-09-25	ADR 0006
18	verified	fad76e29a8c2c8bb24bc91f3cb941939c0f9b0066db336a41033365b0fcaf4d9	AI (double) + owner sample	2026-09-25	ADR 0006
19	verified	1086ad2b2fae143d7d7594d4a0491221b4069abbc0d32f28a34775aaef0cda9f	AI (double) + owner sample	2026-09-25	ADR 0006
20	verified	892f737155c7d0038b158a2868bb1b1465f853228497eb3bf199eb88ca25e076	AI (double) + owner sample	2026-09-25	ADR 0006
21	verified	437c2bc5a8de6b911aec981b2b9a6bf7b2f1a8d8db5e36adfa712fd43b1468d5	AI (double) + owner sample	2026-09-25	ADR 0006
22	verified	ddda70f8b355873fb3464de0956a4be9ab8be97ec9ed9aedd680d8466b2b325d	AI (double) + owner sample	2026-09-25	ADR 0006
23	verified	9a5b9aebe0148357f14d22a7e9b2a4079028619d7cfbd088ce4a21ffa35e6711	AI (double) + owner sample	2026-09-25	ADR 0006
24	verified	6edca79d7c5351b8c6a32ded28ec4e6bb554786733720b471543133190b0be74	AI (double) + owner sample	2026-09-25	ADR 0006
25	verified	84c46a8c885c544cec2f2444b71e375db6c8ace48f86cd1857d177be0e5de8d0	AI (double) + owner sample	2026-09-25	ADR 0006
26	verified	2ba3052fdc2aa2c382a6f4e7ab96bcfe7623133111937e82ff7f1589bf2b848f	AI (double) + owner sample	2026-09-25	ADR 0006
27	verified	954ef5f5cd3e0d14e6ec99d25915f6d6dab0b67bd4166408afedff90e6382edf	AI (double) + owner sample	2026-09-25	ADR 0006
28	verified	e66c8b3dcf3309bb86232246ec00d493cd98a1c5584ff74f26ecac54877f9b0d	AI (double) + owner sample	2026-09-25	ADR 0006
29	verified	3de9bfd984d4d6625de38c5ba1b866926a88dd603d862ee18e86b46bab7284b7	AI (double) + owner sample	2026-09-25	ADR 0006
30	verified	2a4c46436cccd460e28e4a03c88bd0f2a3d0bae2d54f0914494d90996e8f00a0	AI (double) + owner sample	2026-09-25	ADR 0006
