ayah	status	sha256	reviewer	date	note
1	verified	e024ae4a60c36af25f17d71d92eb08b0b38e46f8950b73f7b12d25482e27056e	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26; re-pinned after final spelling choices 2026-09-26
2	verified	e03dc9777ebe3038f5c212ded487f5b0efc7d1e3fc2a155a74d83dfd80cee3e1	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after final spelling choices 2026-09-26
3	verified	518524f5ffa43292dbd5cb6677d192945923d672068b42053c9acebbd503cee1	AI (double) + owner sample	2026-09-25	ADR 0006
4	verified	38534ce1f8a6a7f8edd7b82718f71dcfbe9b3650036239c6ecf1d1315ea6e412	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after final spelling choices 2026-09-26
5	verified	1308fcd35da407be4c287ed9c4e21508c91f91f4cfe5d7686937fa6a8fd48408	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after final spelling choices 2026-09-26
6	verified	b5bf2bdbd834702ffd421b69e0ae429c84a35fde88e278c17ccbda085fab625b	AI (double) + owner sample	2026-09-25	ADR 0006
7	verified	694b7e86b17aa5b6856c236f59aeb7015bd6336d26382e64a11e2759f83583ed	AI (double) + owner sample	2026-09-25	ADR 0006
8	verified	3d911048632d8214c1bc20bee15d17d98ba6240fce2327e804cdf8e298de7503	AI (double) + owner sample	2026-09-25	ADR 0006
9	verified	7fa347dcf3dd04b6bdbefda6db312c2c3a2ace725bac14ea7ca9d8edb0d70cd1	AI (double) + owner sample	2026-09-25	ADR 0006
10	verified	a6ccf0ce94c867bcbf5efe2148f18c27163618feaecd7c3bd1d36de096fbc96c	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after final spelling choices 2026-09-26
11	verified	1875eddb464de5291d43b12f4ff26a36e969defcc865085f4ea7f63e9bf3ecc3	AI (double) + owner sample	2026-09-25	ADR 0006
12	verified	44ebd202e02f5eacb9c2073fdd3b876c11f7e49e11885a227847cc8c01386a3d	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after final spelling choices 2026-09-26
13	verified	330a8783d7c582c41051730423ad1ddd005a9f3f1d1d6c5428e1020d4d1d6b37	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26; re-pinned after final spelling choices 2026-09-26
