ayah	status	sha256	reviewer	date	note
1	verified	fb1c6aad42a4f4c76a3653adbb45106262ce607405c786ecc3feef129c6ec94e	AI (double) + owner sample	2026-09-25	ADR 0006
2	verified	60a31b6202e67238c4654d505866b0bad6775e08b131716d54afbf55e4b7de64	AI (double) + owner sample	2026-09-25	ADR 0006
3	verified	3a857f85c519bd1df5320cecd27a8465a0336808ac315439dd301d5bc37418aa	AI (double) + owner sample	2026-09-25	ADR 0006
4	verified	89547cf4afcaae0b8d54e699d852f7f8bdac509f2bd7c4ad3ecb18fb88160a33	AI (double) + owner sample	2026-09-25	ADR 0006
5	verified	36b6fada3c5b1ce004b8deb5cf3196ab9c8134304850e0154c98f6dea8efa239	AI (double) + owner sample	2026-09-25	ADR 0006
6	verified	ee4435347d23116801516f3b4320dd8b70685586570496b1b9741a062da89712	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after final spelling choices 2026-09-26
7	verified	c00268fb3caabd371057f25e563c733c5b427ecf63fe8edcc0566f36f29cc92d	AI (double) + owner sample	2026-09-25	ADR 0006
8	verified	80cbbce77738259487d910accd07ad2e9ee4638d2d6eae86ce806753b83027d4	AI (double) + owner sample	2026-09-25	ADR 0006
9	verified	2365875a6fa1a15142c2391b571f1139cbb2c567da7565c60fba74f79039d799	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
10	verified	396857c27778c17ad2ec9ab87df8ddba38849393292a39d05921b10ddccb752f	AI (double) + owner sample	2026-09-25	ADR 0006
11	verified	ea98d0ecd08cf37a7d2971e024da2146a6ac77126c6e4c6cd339d51287a69fcf	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
12	verified	c52b3b44a5cd168fe808cc1c29f2a6b0d7d0f7e0a9f4d21e1d3d90dd684fd505	AI (double) + owner sample	2026-09-25	ADR 0006
13	verified	adecad3a76634aac02d8aa95422c9d26ee95769143a0e0da83ab0dbb77edf32a	AI (double) + owner sample	2026-09-25	ADR 0006
14	verified	f39aa07375e2e8a02c449da3bc970fb3404418dbe178735a7859c58f0ee205ea	AI (double) + owner sample	2026-09-25	ADR 0006
15	verified	195339447a4db871a33f41b35e0d2ba42a5a6f7170e37277166a45f025a5408c	AI (double) + owner sample	2026-09-25	ADR 0006
16	verified	20e0691a99b1fe90cd5a3caff2dafa990ee12733626303adc32df7d0e3689694	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
17	verified	d68198e755c3efa58d58226d78f5bd3eff00ef4a67a063999a64b59c8c53bef0	AI (double) + owner sample	2026-09-25	ADR 0006
