ayah	status	sha256	reviewer	date	note
1	verified	b543295ad0c4fc866b669b98b74eee00d4cdf09c8ee83354622684490f01a42d	AI (double) + owner sample	2026-09-25	ADR 0006
2	verified	08249f2807cbab6794dbd75b050d27d5c70bd47c908a75e23a6bf680d7287c78	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after FINAL-REVIEW A1-A3 rulings 2026-09-26
3	verified	30862d0eb986de1dd635e060aa3652530240815857628d30261569c030db78f4	AI (double) + owner sample	2026-09-25	ADR 0006
4	verified	4003ed8f58324a77226e1d5990005dbae614bde218bcbe3de0fd1b39dc661338	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
5	verified	4d5d015c071d44ad29dfa7fc992a09161a44f459055c2c226e115873b9113098	AI (double) + owner sample	2026-09-25	ADR 0006
6	verified	8fe9c9798f01312ce3fe23266ebb69f77e028028fccc1ab280d698153db12026	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
7	verified	6c240a56058f03ef57c6fa2cd94a7d6572a9c206324c3464f8020fe282bcdcec	AI (double) + owner sample	2026-09-25	ADR 0006
8	verified	f09cfb376e49cac7087137db27280af99471f957f3b32f67dc9ca665c7e28068	AI (double) + owner sample	2026-09-25	ADR 0006
9	approved	ee533e41d99b2da3134e876b30dd71a8f8708bf70e10e5337d18a20cec2ea919	Abu Rayyan	2026-09-25	owner queue ruling 2026-09-26
10	verified	1a2546282e54fdb9297789cf17ff7960520f63aea5ae77e37ae44d74cf1543e7	AI (double) + owner sample	2026-09-25	ADR 0006
11	verified	c9d7584425e78610c84592cf92438a423f7548fd58134f4588e561eadeade0f7	AI (double) + owner sample	2026-09-25	ADR 0006
12	verified	6fd9ab39e1cb63c4e711513a314da1ca58027acfd5286d15b7ffd2d4fcf688a2	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
13	verified	79b7a6cf9f21bdcf145795cddf4e06bfea3448a0fb66e0bc0ba06ea2965b5fd0	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
