ayah	status	sha256	reviewer	date	note
1	verified	2571c75a6b49f292618478bd56b0c4e9d8521356759b0eaf370f3c78895d3872	AI (double) + owner sample	2026-09-25	ADR 0006
2	verified	1f261e89b5ee2a2c10a906e4f0514c210df2835d86e86526bb8e7ee98948fcdf	AI (double) + owner sample	2026-09-25	ADR 0006
3	verified	b082c5a4a31b77864a8bae90cf5f41c0ec76976c1cdb164583123906bd58509b	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
4	verified	d9980d5e0bd1ecc4b719ee4b9455e77b8ee9771cd52a3198cec2f5461b59f80b	AI (double) + owner sample	2026-09-25	ADR 0006
5	verified	b45bf6564022da75891b0814a8cf3b9b3a42cce1e1e713f50c81db0c063cb969	AI (double) + owner sample	2026-09-25	ADR 0006
6	verified	d81aa8295cd342f57c8d3eb80e73f0961efda79b57e23a008511eb9465162a94	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
7	verified	422ab4f270af49711f55e7f81f1fb3d99cfba3fd7936962693efb2717b947c71	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
8	verified	c5eaa0aa4072a08f43131129a3959185c81279161e8bc88b13ca01957ae9ead7	AI (double) + owner sample	2026-09-25	ADR 0006
9	verified	c702561bfc71515cee970ccd6e2a540ddf426e73e8685a3867f1b0993d165c67	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
10	verified	030ed352c2873bd43ea30e306b6b7d3e0b763a9615bd46ca16f54074acbd8f97	AI (double) + owner sample	2026-09-25	ADR 0006
11	verified	adc91c3c007d445ba65c8c776684dae583231d13d4c4d722edf9e936819179f6	AI (double) + owner sample	2026-09-25	ADR 0006; re-pinned after R1 spelling rules 2026-09-26
12	verified	0da9c3a63a4b37dcd88759f3feb4d22c3a3d4deae1414dd9985bd8fb25ffd667	AI (double) + owner sample	2026-09-25	ADR 0006
13	verified	392fa6d522ffa86ebb47a068947b278f8b6ac846e83f5798d91180822a7f025e	AI (double) + owner sample	2026-09-25	ADR 0006
